Query,RunNumber,ExecutionTime_ms,Configuration,IndexStrategy,DataSetSize
query_3,20,150.368,High Memory,single_column_indexes,Large
query_3,21,201.34,High Memory,single_column_indexes,Large
query_3,22,216.038,High Memory,single_column_indexes,Large
query_3,23,157.416,High Memory,single_column_indexes,Large
query_3,24,184.269,High Memory,single_column_indexes,Large
query_3,25,175.117,High Memory,single_column_indexes,Large
query_3,26,166.977,High Memory,single_column_indexes,Large
query_3,27,169.456,High Memory,single_column_indexes,Large
query_3,28,184.044,High Memory,single_column_indexes,Large
query_3,29,155.582,High Memory,single_column_indexes,Large
query_3,30,162.414,High Memory,single_column_indexes,Large
query_4,1,170.347,High Memory,single_column_indexes,Large
query_4,2,158.496,High Memory,single_column_indexes,Large
query_4,3,164.507,High Memory,single_column_indexes,Large
query_4,4,164.433,High Memory,single_column_indexes,Large
query_4,5,158.909,High Memory,single_column_indexes,Large
query_4,6,163.024,High Memory,single_column_indexes,Large
query_4,7,166.163,High Memory,single_column_indexes,Large
query_4,8,158.03,High Memory,single_column_indexes,Large
query_4,9,167.22,High Memory,single_column_indexes,Large
query_4,10,154.962,High Memory,single_column_indexes,Large
query_4,11,172.7,High Memory,single_column_indexes,Large
query_4,12,180.295,High Memory,single_column_indexes,Large
query_4,13,170.637,High Memory,single_column_indexes,Large
query_4,14,169.526,High Memory,single_column_indexes,Large
query_4,15,166.692,High Memory,single_column_indexes,Large
query_4,16,155.426,High Memory,single_column_indexes,Large
query_4,17,157.818,High Memory,single_column_indexes,Large
query_4,18,168.814,High Memory,single_column_indexes,Large
query_4,19,166.692,High Memory,single_column_indexes,Large
query_4,20,158.614,High Memory,single_column_indexes,Large
query_4,21,160.566,High Memory,single_column_indexes,Large
query_4,22,167.552,High Memory,single_column_indexes,Large
query_4,23,153.773,High Memory,single_column_indexes,Large
query_4,24,184.179,High Memory,single_column_indexes,Large
query_4,25,181.428,High Memory,single_column_indexes,Large
query_4,26,168.385,High Memory,single_column_indexes,Large
query_4,27,164.787,High Memory,single_column_indexes,Large
query_4,28,172.707,High Memory,single_column_indexes,Large
query_4,29,168.846,High Memory,single_column_indexes,Large
query_4,30,176.3,High Memory,single_column_indexes,Large
query_5,1,1131.295,High Memory,single_column_indexes,Large
query_5,2,1131.295,High Memory,single_column_indexes,Large
query_5,3,1258.131,High Memory,single_column_indexes,Large
query_5,4,1197.349,High Memory,single_column_indexes,Large
query_5,5,1070.867,High Memory,single_column_indexes,Large
query_5,6,1163.596,High Memory,single_column_indexes,Large
query_5,7,1246.614,High Memory,single_column_indexes,Large
query_5,8,1018.658,High Memory,single_column_indexes,Large
query_5,9,1111.053,High Memory,single_column_indexes,Large
query_5,10,1143.122,High Memory,single_column_indexes,Large
query_5,11,1003.337,High Memory,single_column_indexes,Large
query_5,12,1095.367,High Memory,single_column_indexes,Large
query_5,13,1093.538,High Memory,single_column_indexes,Large
query_5,14,1250.823,High Memory,single_column_indexes,Large
query_5,15,1368.873,High Memory,single_column_indexes,Large
query_5,16,1296.897,High Memory,single_column_indexes,Large
query_5,17,1116.314,High Memory,single_column_indexes,Large
query_5,18,1119.468,High Memory,single_column_indexes,Large
query_5,19,990.596,High Memory,single_column_indexes,Large
query_5,20,1179.027,High Memory,single_column_indexes,Large
query_5,21,1038.512,High Memory,single_column_indexes,Large
query_5,22,1081.738,High Memory,single_column_indexes,Large
query_5,23,1247.924,High Memory,single_column_indexes,Large
query_5,24,1083.464,High Memory,single_column_indexes,Large
query_5,25,1018.125,High Memory,single_column_indexes,Large
query_5,26,1058.861,High Memory,single_column_indexes,Large
query_5,27,1037.052,High Memory,single_column_indexes,Large
query_5,28,1248.347,High Memory,single_column_indexes,Large
query_5,29,1185.757,High Memory,single_column_indexes,Large
query_5,30,1236.882,High Memory,single_column_indexes,Large
query_6,1,974.077,High Memory,single_column_indexes,Large
query_6,2,842.04,High Memory,single_column_indexes,Large
query_6,3,888.112,High Memory,single_column_indexes,Large
query_6,4,873.595,High Memory,single_column_indexes,Large
query_6,5,907.099,High Memory,single_column_indexes,Large
query_6,6,876.871,High Memory,single_column_indexes,Large
query_6,7,928.183,High Memory,single_column_indexes,Large
query_6,8,907.733,High Memory,single_column_indexes,Large
query_6,9,912.606,High Memory,single_column_indexes,Large
query_6,10,932.474,High Memory,single_column_indexes,Large
query_6,11,950.338,High Memory,single_column_indexes,Large
query_6,12,968.374,High Memory,single_column_indexes,Large
query_6,13,882.907,High Memory,single_column_indexes,Large
query_6,14,907.099,High Memory,single_column_indexes,Large
query_6,15,928.978,High Memory,single_column_indexes,Large
query_6,16,965.884,High Memory,single_column_indexes,Large
